,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_MSS1_E023,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,40995347,7773,23928653,8748041,0,64.18,5784,2203,0.8604614878048781,0.033886695237628287,0.031468048780487805,0.023419931153125382,22322,9930,44.49,1999,3200,14.34,3069,63.14,0.39,66.67,5.26,Eukaryota,MS,SRF,0.8-5
TOPAZ_MSS1_E024,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,Ochrophyta,20267861,2894,15324749,8519530,53456,34.2,8624,704,0.8568483743842366,0.040636773874822216,0.0185271921182266,0.010907113622942608,10552,5598,53.05,2097,2658,25.19,2901,70.2,0.39,81.25,12.5,Eukaryota_Fungi_Microsporidia,MS,SRF,0.8-5
TOPAZ_MSS1_E025,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,Haptophyta,19205354,5281,3708892,236883,0,66.62,3562,2008,0.7678261658031088,0.06987271611152328,0.028054922279792747,0.008279742563090836,9143,4022,43.99,778,1080,11.81,1762,17.25,0.0,22.73,0.0,Eukaryota_Kinetoplastida_Trypanosomatidae,MS,SRF,0.8-5
TOPAZ_MSS1_E026,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,51901868,8083,36908033,18585035,51237,62.13,7543,2052,0.8672905576923077,0.049679368960021036,0.03107676923076923,0.03247354822870655,25121,12260,48.8,2492,4266,16.98,3482,76.86,1.18,78.14,9.86,Eukaryota_Fungi_Ascomycota,MS,SRF,0.8-5
TOPAZ_MSS1_E027,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,16933953,2249,13059569,8016172,859651,67.81,9365,482,0.7364843529411764,0.11138953035548993,0.16205094117647054,0.09926714824889013,8422,4832,57.37,2005,2424,28.78,2782,60.0,0.78,,,,MS,SRF,0.8-5
TOPAZ_MSS1_E028,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Florenciellales;-;Florenciella parvula,Ochrophyta,54348515,11561,26264637,6237608,0,57.75,4877,3707,0.8183954595588235,0.04397668950298268,0.02651102941176471,0.01110976928530311,22890,11323,49.47,2088,3472,15.17,3222,63.53,1.57,,,,MS,SRF,0.8-5
TOPAZ_MSS1_E029,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;-;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,9346513,2416,2312634,55607,0,54.13,3871,906,0.8599695744680852,0.0626999797739099,0.01076617021276596,0.005697571731062461,3477,1180,33.94,90,137,3.94,431,3.53,0.0,,,,MS,SRF,0.8-5
TOPAZ_MSS1_E030,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Florenciella parvula,Ochrophyta,14923330,2818,8545315,3181659,0,53.65,5606,810,0.8054248,0.07882022709702546,0.04040606666666666,0.014162840811864766,5412,2342,43.27,588,755,13.95,1280,18.43,0.78,,,,MS,SRF,0.8-5
TOPAZ_MSS1_E031,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,29012144,8077,5361134,437830,0,65.57,3474,3074,0.8253058075601375,0.061379594952895564,0.045298487972508586,0.021998257501651398,11409,4467,39.15,591,929,8.14,1650,18.82,0.78,,,,MS,SRF,0.8-5
TOPAZ_MSS1_E032,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,19624958,1951,17347466,12579708,864485,70.89,13691,416,0.8312717766497462,0.052728721715947474,0.0037012690355329946,0.004634716591328385,10043,6183,61.57,2622,3257,32.43,3280,78.82,0.0,98.25,3.51,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,MS,SRF,0.8-5
TOPAZ_MSS4_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,31387422,8790,5956078,521982,0,38.72,3434,3329,0.4512821019108281,0.0895368656026745,0.1679241082802548,0.027916594339056838,9823,2462,25.06,657,786,8.0,1451,19.61,0.0,19.73,4.45,Eukaryota_Fungi_Ascomycota,MS,SRF,180-2000
TOPAZ_MSS4_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,6709234,2021,607879,34188,0,35.13,3193,818,0.4992801470588236,0.11772590129934482,0.0907164705882353,0.02610171849000537,2231,460,20.62,81,122,5.47,296,3.53,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS4_E003,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,77172423,5227,71278885,61873538,18825270,43.89,26310,817,0.5542006347150259,0.11912679775888485,0.061683613989637315,0.03991464822951881,15832,6244,39.44,3024,3635,22.96,3376,67.45,0.0,72.92,10.42,Eukaryota_Fungi_Microsporidia,MS,SRF,180-2000
TOPAZ_MSS4_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,16702226,3894,6498229,1580329,0,38.11,4298,1278,0.31663011904761906,0.09473826111468082,0.02023553571428572,0.007003675970086179,4672,1285,27.5,234,274,5.86,607,1.57,0.0,5.26,0.0,Eukaryota_Apicomplexa,MS,SRF,180-2000
TOPAZ_MSS4_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,41835148,8686,21075011,7430382,0,43.0,5033,2509,0.4963491885441527,0.0980494150527255,0.024457661097852027,0.012108867547730738,14561,6199,42.57,2147,2811,19.3,2810,44.31,0.78,45.61,8.77,Eukaryota,MS,SRF,180-2000
TOPAZ_MSS4_E006,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Branchiopoda;Phyllopoda;Diplostraca;Daphniidae;Daphnia pulex,Metazoa,38593904,1901,37223098,34429573,12167909,37.43,34656,341,0.5648396632124353,0.11964876165006615,0.005590777202072538,0.006977894364251385,9502,4169,43.87,2328,2717,28.59,2779,54.51,0.39,54.23,2.65,Eukaryota,MS,SRF,180-2000
TOPAZ_MSS4_E007,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,2728457,792,377259,37746,0,45.74,3281,311,0.7352432142857142,0.10986075358814028,0.00382,0.0024166712643634426,1428,507,35.5,174,195,13.66,410,3.14,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS4_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,3985896,1239,318558,67154,0,41.87,3077,511,0.65105175,0.07360196973884259,0.01647125,0.006035133879003845,2658,399,15.01,77,86,3.24,284,2.35,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS4_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,34297889,7591,15053226,3658025,0,45.91,4590,2436,0.5841330903790087,0.05901229000632551,0.007095655976676384,0.004290525200239809,13575,7216,53.16,2591,3426,25.24,3176,60.78,1.18,54.55,9.6,Eukaryota_Fungi_Ascomycota,MS,SRF,180-2000
TOPAZ_MSS4_E010,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,50960555,11240,22631475,7183983,50714,36.53,4572,3451,0.5219081960784314,0.08488150459917859,0.05369203921568627,0.01969520133051304,22139,7467,33.73,1653,2220,10.03,2727,57.65,0.39,51.06,5.03,Eukaryota,MS,SRF,180-2000
TOPAZ_MSS4_E011,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,6594091,1913,930393,57909,0,47.41,3296,755,0.7928025757575757,0.044692382894851536,0.0023989393939393942,0.0017759761539382247,3411,1447,42.42,671,724,21.23,1178,21.57,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS4_E012,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,8273981,2578,645780,112571,0,40.99,3056,1065,0.4496596385542169,0.07589371181224729,0.05360409638554218,0.012759152636076968,3554,719,20.23,90,109,3.07,391,2.35,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS4_E013,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,11887908,3484,1418672,24844,0,41.57,3301,1388,0.4130913445378152,0.07743505293729902,0.010193529411764707,0.0043761795218110215,3754,1701,45.31,600,657,17.5,1177,14.51,0.0,,,,MS,SRF,180-2000
TOPAZ_MSS3_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7070997,1910,1515354,125230,0,42.25,3622,714,0.4937280281690142,0.07080750987901505,0.007701408450704225,0.005445975719500902,3167,1241,39.19,292,336,10.61,738,5.49,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,22557034,5465,8035969,1786107,0,38.84,4060,1811,0.5912820796460178,0.1147414267012019,0.035755929203539816,0.012722022863110298,10660,5157,48.38,1988,2482,23.28,2719,54.12,1.18,,,,MS,SRF,20-180
TOPAZ_MSS3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7465828,2134,1239016,97285,0,47.51,3364,826,0.7420887999999999,0.05763973113423297,0.004609599999999999,0.002344743590814711,4026,1548,38.45,591,690,17.14,1113,15.29,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,18425564,5602,1612250,142738,0,41.6,3161,2276,0.4563283243243243,0.08227261169776058,0.08434216216216217,0.020652599696986663,7693,1696,22.05,253,338,4.39,772,3.92,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,49136601,11392,19736841,3617198,0,41.61,4380,3781,0.4070866056910569,0.08590655584918365,0.037066626016260165,0.0120785786663818,13506,6169,45.68,1904,2438,18.05,2793,47.84,0.39,52.17,4.35,Eukaryota,MS,SRF,20-180
TOPAZ_MSS3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,50420951,12699,15296646,2657066,0,32.9,3896,4447,0.4776656633663367,0.1065252537306611,0.002113960396039604,0.00855133512581954,16045,7645,47.65,2671,3382,21.08,3374,67.84,0.78,69.57,4.35,Eukaryota,MS,SRF,20-180
TOPAZ_MSS3_E007,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,4757321,1462,421526,34399,0,34.95,3138,602,0.4985729166666666,0.09701261975378797,0.08090166666666666,0.017614389398695855,2393,335,14.0,54,73,3.05,219,1.57,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,64090423,13091,33295325,9706616,0,42.61,5148,4004,0.4976215756630266,0.10022684331981258,0.0444375663026521,0.01954657457306665,22133,9557,43.18,3061,4220,19.07,3660,71.76,1.18,64.55,7.14,Eukaryota,MS,SRF,20-180
TOPAZ_MSS3_E009,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,23777163,7198,2313014,93148,0,35.49,3169,2922,0.34385336134453776,0.09189012143463947,0.16910932773109244,0.029124930590492325,7905,2016,25.5,414,598,7.56,1055,10.98,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E010,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,35163813,9401,8376873,1003151,0,44.92,3633,3449,0.5795227556818182,0.09415632768269114,0.03888318181818182,0.013722456383396336,14771,5303,35.9,1981,2419,16.38,2762,52.16,0.78,48.15,3.97,Eukaryota_Metazoa,MS,SRF,20-180
TOPAZ_MSS3_E011,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,51897780,11636,21979589,5830736,0,43.16,4496,3711,0.4616333718689788,0.0738290662380236,0.015152909441233141,0.006591041024423486,17438,8161,46.8,2531,3395,19.47,3211,55.29,0.78,51.58,15.76,Eukaryota_Fungi_Ascomycota_Dothideomycetes,MS,SRF,20-180
TOPAZ_MSS3_E012,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,11512349,3111,2551651,229792,0,48.62,3589,1166,0.6785893103448276,0.06360348779641886,0.0042325,0.004610499799931936,5772,3139,54.38,1208,1415,24.51,1949,31.76,0.39,26.63,1.51,Eukaryota_Metazoa,MS,SRF,20-180
TOPAZ_MSS3_E013,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,41664737,8861,20010678,6623299,0,42.94,4828,2650,0.5054057314148681,0.10189079344795113,0.026014364508393284,0.012793893389011329,15102,6421,42.52,2110,2787,18.45,2801,48.63,1.18,42.71,3.85,Eukaryota_Metazoa,MS,SRF,20-180
TOPAZ_MSS3_E014,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,21614600,5781,5127554,711643,0,38.9,3609,2120,0.5989825806451613,0.09608710170505508,0.03266497695852535,0.01188973530591116,10131,4549,44.9,1479,1845,18.21,2266,40.0,0.39,34.78,0.0,Eukaryota,MS,SRF,20-180
TOPAZ_MSS3_E015,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,7168365,2124,754564,33146,0,35.95,3287,854,0.6657809722222221,0.06216003213390513,0.0006402777777777777,0.0009278379471507076,4338,1825,42.07,651,719,16.57,1292,23.14,0.0,18.69,1.18,Eukaryota_Fungi,MS,SRF,20-180
TOPAZ_MSS3_E016,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,27950508,7834,5120186,500364,0,38.39,3436,2980,0.4679863214285714,0.08847962275314887,0.14261382142857146,0.026992376278912496,9259,2188,23.63,534,643,6.94,1309,17.65,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E017,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7308723,2052,1346061,93893,0,37.31,3428,786,0.3545837837837837,0.09794725888722366,0.014145945945945943,0.005904988710637289,2354,671,28.5,98,116,4.93,354,0.78,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E018,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,48645056,13277,10444038,1217168,0,33.52,3537,4939,0.4568347433264887,0.09727099168030544,0.08238464065708419,0.018259775740311776,18232,6064,33.26,1602,2138,11.73,2544,46.27,0.78,39.79,6.94,Eukaryota_Fungi,MS,SRF,20-180
TOPAZ_MSS3_E019,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,3837498,1049,862924,210714,0,44.91,3444,382,0.8051823076923076,0.09827687331212714,0.004013589743589743,0.00383162848633981,2139,459,21.46,116,146,6.83,316,2.75,0.0,,,,MS,SRF,20-180
TOPAZ_MSS3_E020,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7010165,1962,1248052,86813,0,48.47,3429,751,0.7489383098591551,0.09203008641522688,0.0020930985915492955,0.0016003613954083966,3374,1513,44.84,658,733,21.72,1156,17.65,0.0,11.73,0.34,Eukaryota_Metazoa_Porifera_Demospongiae_Haplosclerida_Niphatidae_Amphimedon_Amphimedon.queenslandica,MS,SRF,20-180
TOPAZ_MSS3_E021,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,6996586,2109,677919,66270,0,41.27,3182,851,0.5082384285714288,0.08863499397022621,0.032577428571428584,0.008110044334160006,3277,595,18.16,113,126,3.84,389,2.75,0.0,,,,MS,SRF,20-180
TOPAZ_MSS2_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,4755080,1382,720031,157887,0,47.76,3242,535,0.7528133333333332,0.07093814654135124,0.00091,0.0014934230813804911,2406,890,36.99,344,394,16.38,746,10.2,0.0,,,,MS,SRF,5-20
TOPAZ_MSS2_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,27775890,7937,4417286,269503,0,34.06,3383,3083,0.4573174100719424,0.09792606117903688,0.04883924460431655,0.011367381097970615,11258,3863,34.31,1213,1504,13.36,2065,33.33,0.0,,,,MS,SRF,5-20
TOPAZ_MSS2_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,12217757,3553,1648410,132707,0,40.93,3309,1394,0.4211784552845529,0.08171400440255044,0.027611463414634142,0.007203410064518374,4913,1053,21.43,216,248,5.05,570,2.35,0.0,,,,MS,SRF,5-20
TOPAZ_MSS2_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,3205473,911,507015,49172,0,49.29,3401,355,0.767378787878788,0.13314996450249475,0.0,0.0,1496,743,49.67,393,413,27.61,751,11.76,0.0,,,,MS,SRF,5-20
TOPAZ_MSS2_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,40680749,9860,14011315,2201259,0,43.59,4126,3413,0.4851031695331696,0.0779023934212863,0.0106292628992629,0.004787984084588694,14525,7066,48.65,2287,3001,20.66,3041,55.69,1.57,50.0,7.58,Eukaryota_Fungi_Ascomycota,MS,SRF,5-20
TOPAZ_MSS2_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,31501618,7317,12324157,2581147,0,39.4,4294,2423,0.5043060759493672,0.0922712903622148,0.018090981012658224,0.008691675741890692,11906,6175,51.86,2309,2884,24.22,2995,61.57,0.78,,,,MS,SRF,5-20
TOPAZ_MSS2_E007,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,51114229,11860,20364061,3460154,0,43.06,4365,3963,0.51697857421875,0.09757579018482868,0.0285878125,0.01146689778554857,19103,8066,42.22,2696,3563,18.65,3354,66.67,0.39,58.99,5.56,Eukaryota,MS,SRF,5-20
TOPAZ_MSS2_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,21445404,5527,6102971,595880,0,47.1,3819,1988,0.7085326046511627,0.07057908556220595,0.008686976744186045,0.0034661788725054788,9676,4347,44.93,1906,2310,23.87,2658,52.55,0.0,54.39,7.02,Eukaryota,MS,SRF,5-20
TOPAZ_NAD1_E001,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,11109709,1397,9132397,5475892,0,60.73,9926,349,0.8268357142857142,0.08180544154004198,0.014334464285714284,0.009383308303205764,6917,4594,66.42,2280,2725,39.4,2847,78.43,0.0,87.61,1.28,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Bathycoccaceae_Ostreococcus,NAO,DCM,0.8-5
TOPAZ_NAD1_E003,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,10728225,1915,6695274,2580520,0,48.06,6118,547,0.821597962962963,0.0710482108326251,0.010181759259259258,0.0056204955344840365,5631,3812,67.7,1857,2195,38.98,2469,63.53,0.0,,,,NAO,DCM,0.8-5
TOPAZ_NAD1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,8796940,2467,1432249,31632,0,59.33,3485,961,0.9464398863636364,0.014157700482127462,0.0006447727272727272,0.0009248009334602368,4305,2100,48.78,462,598,13.89,1233,14.51,0.0,,,,NAO,DCM,0.8-5
TOPAZ_NAD1_E005,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,19265438,1586,17836398,14150288,1143728,69.31,17202,346,0.8349890155440417,0.04000163249990917,0.005618808290155439,0.010045514820549491,10456,6444,61.63,2685,3407,32.58,3335,82.35,0.78,96.49,7.02,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,NAO,DCM,0.8-5
TOPAZ_NAD1_E006,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;-,Chlorophyta,16711142,2016,13983266,8886266,167710,65.94,10512,497,0.8085513690476192,0.0783425069496089,0.0007853571428571429,0.001830425039391106,9358,5771,61.67,2381,3025,32.33,3042,70.59,0.78,,,,NAO,DCM,0.8-5
TOPAZ_NAD1_E007,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,9555789,2047,4614449,799291,0,48.43,4915,678,0.8008888541666664,0.0727028610720518,0.004353854166666667,0.0022482888723944347,5213,3220,61.77,1573,1808,34.68,2229,54.9,0.0,57.69,0.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,NAO,DCM,0.8-5
TOPAZ_NAD1_E008,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,20679987,5557,4518100,252191,0,58.38,3654,2091,0.8379441062801932,0.03347322963895378,0.0034710628019323678,0.002378973884860485,11071,4880,44.08,1331,1742,15.73,2182,43.14,0.78,54.55,11.36,Eukaryota_Kinetoplastida_Trypanosomatidae,NAO,DCM,0.8-5
